hgnc_id	symbol	locus_group	locus_type	status
HGNC:25573	KLHDC8A	protein-coding gene	gene with protein product	Approved
HGNC:28557	KLHDC8B	protein-coding gene	gene with protein product	Approved
HGNC:28489	KLHDC9	protein-coding gene	gene with protein product	Approved
HGNC:22194	KLHDC10	protein-coding gene	gene with protein product	Approved
HGNC:6352	KLHL1	protein-coding gene	gene with protein product	Approved
HGNC:6353	KLHL2	protein-coding gene	gene with protein product	Approved
HGNC:6354	KLHL3	protein-coding gene	gene with protein product	Approved
HGNC:6355	KLHL4	protein-coding gene	gene with protein product	Approved
HGNC:6356	KLHL5	protein-coding gene	gene with protein product	Approved
HGNC:18653	KLHL6	protein-coding gene	gene with protein product	Approved
HGNC:15646	KLHL7	protein-coding gene	gene with protein product	Approved
HGNC:18644	KLHL8	protein-coding gene	gene with protein product	Approved
HGNC:18732	KLHL9	protein-coding gene	gene with protein product	Approved
HGNC:18829	KLHL10	protein-coding gene	gene with protein product	Approved
HGNC:19008	KLHL11	protein-coding gene	gene with protein product	Approved
HGNC:19360	KLHL12	protein-coding gene	gene with protein product	Approved
HGNC:22931	KLHL13	protein-coding gene	gene with protein product	Approved
HGNC:29266	KLHL14	protein-coding gene	gene with protein product	Approved
HGNC:29347	KLHL15	protein-coding gene	gene with protein product	Approved
HGNC:24023	KLHL17	protein-coding gene	gene with protein product	Approved
HGNC:29120	KLHL18	protein-coding gene	gene with protein product	Approved
HGNC:25056	KLHL20	protein-coding gene	gene with protein product	Approved
HGNC:29041	KLHL21	protein-coding gene	gene with protein product	Approved
HGNC:25888	KLHL22	protein-coding gene	gene with protein product	Approved
HGNC:27506	KLHL23	protein-coding gene	gene with protein product	Approved
HGNC:25947	KLHL24	protein-coding gene	gene with protein product	Approved
HGNC:25732	KLHL25	protein-coding gene	gene with protein product	Approved
HGNC:25623	KLHL26	protein-coding gene	gene with protein product	Approved
HGNC:19741	KLHL28	protein-coding gene	gene with protein product	Approved
HGNC:29404	KLHL29	protein-coding gene	gene with protein product	Approved
HGNC:24770	KLHL30	protein-coding gene	gene with protein product	Approved
HGNC:21353	KLHL31	protein-coding gene	gene with protein product	Approved
HGNC:21221	KLHL32	protein-coding gene	gene with protein product	Approved
HGNC:31952	KLHL33	protein-coding gene	gene with protein product	Approved
HGNC:26634	KLHL34	protein-coding gene	gene with protein product	Approved
HGNC:26597	KLHL35	protein-coding gene	gene with protein product	Approved
HGNC:17844	KLHL36	protein-coding gene	gene with protein product	Approved
HGNC:34435	KLHL38	protein-coding gene	gene with protein product	Approved
HGNC:30372	KLHL40	protein-coding gene	gene with protein product	Approved
HGNC:16905	KLHL41	protein-coding gene	gene with protein product	Approved
HGNC:29252	KLHL42	protein-coding gene	gene with protein product	Approved
HGNC:6357	KLK1	protein-coding gene	gene with protein product	Approved
HGNC:6363	KLK2	protein-coding gene	gene with protein product	Approved
HGNC:6364	KLK3	protein-coding gene	gene with protein product	Approved
HGNC:6365	KLK4	protein-coding gene	gene with protein product	Approved
HGNC:6366	KLK5	protein-coding gene	gene with protein product	Approved
HGNC:6367	KLK6	protein-coding gene	gene with protein product	Approved
HGNC:6368	KLK7	protein-coding gene	gene with protein product	Approved
HGNC:6369	KLK8	protein-coding gene	gene with protein product	Approved
HGNC:6370	KLK9	protein-coding gene	gene with protein product	Approved
HGNC:6358	KLK10	protein-coding gene	gene with protein product	Approved
HGNC:6359	KLK11	protein-coding gene	gene with protein product	Approved
HGNC:6360	KLK12	protein-coding gene	gene with protein product	Approved
HGNC:6361	KLK13	protein-coding gene	gene with protein product	Approved
HGNC:6362	KLK14	protein-coding gene	gene with protein product	Approved
HGNC:20453	KLK15	protein-coding gene	gene with protein product	Approved
HGNC:6371	KLKB1	protein-coding gene	gene with protein product	Approved
HGNC:37212	KLLN	protein-coding gene	gene with protein product	Approved
HGNC:6373	KLRB1	protein-coding gene	gene with protein product	Approved
HGNC:6374	KLRC1	protein-coding gene	gene with protein product	Approved
HGNC:6375	KLRC2	protein-coding gene	gene with protein product	Approved
HGNC:6376	KLRC3	protein-coding gene	gene with protein product	Approved
HGNC:6377	KLRC4	protein-coding gene	gene with protein product	Approved
HGNC:6378	KLRD1	protein-coding gene	gene with protein product	Approved
HGNC:13342	KLRF1	protein-coding gene	gene with protein product	Approved
HGNC:37646	KLRF2	protein-coding gene	gene with protein product	Approved
HGNC:6380	KLRG1	protein-coding gene	gene with protein product	Approved
HGNC:24778	KLRG2	protein-coding gene	gene with protein product	Approved
HGNC:18788	KLRK1	protein-coding gene	gene with protein product	Approved
HGNC:6381	KMO	protein-coding gene	gene with protein product	Approved
HGNC:7132	KMT2A	protein-coding gene	gene with protein product	Approved
HGNC:15840	KMT2B	protein-coding gene	gene with protein product	Approved
HGNC:13726	KMT2C	protein-coding gene	gene with protein product	Approved
HGNC:7133	KMT2D	protein-coding gene	gene with protein product	Approved
HGNC:18541	KMT2E	protein-coding gene	gene with protein product	Approved
HGNC:29489	KMT5A	protein-coding gene	gene with protein product	Approved
HGNC:24283	KMT5B	protein-coding gene	gene with protein product	Approved
HGNC:28405	KMT5C	protein-coding gene	gene with protein product	Approved
HGNC:26488	KNCN	protein-coding gene	gene with protein product	Approved
HGNC:29374	KNDC1	protein-coding gene	gene with protein product	Approved
HGNC:6383	KNG1	protein-coding gene	gene with protein product	Approved
HGNC:24054	KNL1	protein-coding gene	gene with protein product	Approved
HGNC:34404	KNOP1	protein-coding gene	gene with protein product	Approved
HGNC:30767	KNSTRN	protein-coding gene	gene with protein product	Approved
HGNC:17255	KNTC1	protein-coding gene	gene with protein product	Approved
HGNC:29468	KPLCE	protein-coding gene	gene with protein product	Approved
HGNC:6394	KPNA1	protein-coding gene	gene with protein product	Approved
HGNC:6395	KPNA2	protein-coding gene	gene with protein product	Approved
HGNC:6396	KPNA3	protein-coding gene	gene with protein product	Approved
HGNC:6397	KPNA4	protein-coding gene	gene with protein product	Approved
HGNC:6398	KPNA5	protein-coding gene	gene with protein product	Approved
HGNC:6399	KPNA6	protein-coding gene	gene with protein product	Approved
HGNC:21839	KPNA7	protein-coding gene	gene with protein product	Approved
HGNC:6400	KPNB1	protein-coding gene	gene with protein product	Approved
HGNC:31823	KPRP	protein-coding gene	gene with protein product	Approved
HGNC:6404	KPTN	protein-coding gene	gene with protein product	Approved
HGNC:38708	KRABD1	protein-coding gene	gene with protein product	Approved
HGNC:26989	KRABD2	protein-coding gene	gene with protein product	Approved
HGNC:22228	KRABD3	protein-coding gene	gene with protein product	Approved
HGNC:26007	KRABD4	protein-coding gene	gene with protein product	Approved
HGNC:26987	KRABD5	protein-coding gene	gene with protein product	Approved
HGNC:6407	KRAS	protein-coding gene	gene with protein product	Approved
HGNC:28039	KRCC1	protein-coding gene	gene with protein product	Approved
HGNC:17550	KREMEN1	protein-coding gene	gene with protein product	Approved
HGNC:18797	KREMEN2	protein-coding gene	gene with protein product	Approved
HGNC:25769	KRI1	protein-coding gene	gene with protein product	Approved
HGNC:1573	KRIT1	protein-coding gene	gene with protein product	Approved
HGNC:5176	KRR1	protein-coding gene	gene with protein product	Approved
HGNC:6412	KRT1	protein-coding gene	gene with protein product	Approved
HGNC:6439	KRT2	protein-coding gene	gene with protein product	Approved
HGNC:6440	KRT3	protein-coding gene	gene with protein product	Approved
HGNC:6441	KRT4	protein-coding gene	gene with protein product	Approved
HGNC:6442	KRT5	protein-coding gene	gene with protein product	Approved
HGNC:6443	KRT6A	protein-coding gene	gene with protein product	Approved
HGNC:6444	KRT6B	protein-coding gene	gene with protein product	Approved
HGNC:20406	KRT6C	protein-coding gene	gene with protein product	Approved
HGNC:6445	KRT7	protein-coding gene	gene with protein product	Approved
HGNC:6446	KRT8	protein-coding gene	gene with protein product	Approved
HGNC:6447	KRT9	protein-coding gene	gene with protein product	Approved
HGNC:6413	KRT10	protein-coding gene	gene with protein product	Approved
HGNC:6414	KRT12	protein-coding gene	gene with protein product	Approved
HGNC:6415	KRT13	protein-coding gene	gene with protein product	Approved
HGNC:6416	KRT14	protein-coding gene	gene with protein product	Approved
HGNC:6421	KRT15	protein-coding gene	gene with protein product	Approved
HGNC:6423	KRT16	protein-coding gene	gene with protein product	Approved
HGNC:6427	KRT17	protein-coding gene	gene with protein product	Approved
HGNC:6430	KRT18	protein-coding gene	gene with protein product	Approved
HGNC:6436	KRT19	protein-coding gene	gene with protein product	Approved
HGNC:20412	KRT20	protein-coding gene	gene with protein product	Approved
HGNC:6438	KRT23	protein-coding gene	gene with protein product	Approved
HGNC:18527	KRT24	protein-coding gene	gene with protein product	Approved
HGNC:30839	KRT25	protein-coding gene	gene with protein product	Approved
HGNC:30840	KRT26	protein-coding gene	gene with protein product	Approved
HGNC:30841	KRT27	protein-coding gene	gene with protein product	Approved
HGNC:30842	KRT28	protein-coding gene	gene with protein product	Approved
HGNC:6448	KRT31	protein-coding gene	gene with protein product	Approved
HGNC:6449	KRT32	protein-coding gene	gene with protein product	Approved
HGNC:6450	KRT33A	protein-coding gene	gene with protein product	Approved
HGNC:6451	KRT33B	protein-coding gene	gene with protein product	Approved
HGNC:6452	KRT34	protein-coding gene	gene with protein product	Approved
HGNC:6453	KRT35	protein-coding gene	gene with protein product	Approved
HGNC:6454	KRT36	protein-coding gene	gene with protein product	Approved
HGNC:6455	KRT37	protein-coding gene	gene with protein product	Approved
HGNC:6456	KRT38	protein-coding gene	gene with protein product	Approved
HGNC:32971	KRT39	protein-coding gene	gene with protein product	Approved
HGNC:26707	KRT40	protein-coding gene	gene with protein product	Approved
HGNC:28927	KRT71	protein-coding gene	gene with protein product	Approved
HGNC:28932	KRT72	protein-coding gene	gene with protein product	Approved
HGNC:28928	KRT73	protein-coding gene	gene with protein product	Approved
HGNC:28929	KRT74	protein-coding gene	gene with protein product	Approved
HGNC:24431	KRT75	protein-coding gene	gene with protein product	Approved
HGNC:24430	KRT76	protein-coding gene	gene with protein product	Approved
HGNC:20411	KRT77	protein-coding gene	gene with protein product	Approved
HGNC:28926	KRT78	protein-coding gene	gene with protein product	Approved
HGNC:28930	KRT79	protein-coding gene	gene with protein product	Approved
HGNC:27056	KRT80	protein-coding gene	gene with protein product	Approved
HGNC:6458	KRT81	protein-coding gene	gene with protein product	Approved
HGNC:6459	KRT82	protein-coding gene	gene with protein product	Approved
HGNC:6460	KRT83	protein-coding gene	gene with protein product	Approved
HGNC:6461	KRT84	protein-coding gene	gene with protein product	Approved
HGNC:6462	KRT85	protein-coding gene	gene with protein product	Approved
HGNC:6463	KRT86	protein-coding gene	gene with protein product	Approved
HGNC:28695	KRT222	protein-coding gene	gene with protein product	Approved
HGNC:16772	KRTAP1-1	protein-coding gene	gene with protein product	Approved
HGNC:16771	KRTAP1-3	protein-coding gene	gene with protein product	Approved
HGNC:18904	KRTAP1-4	protein-coding gene	gene with protein product	Approved
HGNC:16777	KRTAP1-5	protein-coding gene	gene with protein product	Approved
HGNC:16775	KRTAP2-1	protein-coding gene	gene with protein product	Approved
HGNC:18905	KRTAP2-2	protein-coding gene	gene with protein product	Approved
HGNC:18906	KRTAP2-3	protein-coding gene	gene with protein product	Approved
HGNC:18891	KRTAP2-4	protein-coding gene	gene with protein product	Approved
HGNC:16778	KRTAP3-1	protein-coding gene	gene with protein product	Approved
HGNC:16779	KRTAP3-2	protein-coding gene	gene with protein product	Approved
HGNC:18890	KRTAP3-3	protein-coding gene	gene with protein product	Approved
HGNC:18907	KRTAP4-1	protein-coding gene	gene with protein product	Approved
HGNC:18900	KRTAP4-2	protein-coding gene	gene with protein product	Approved
HGNC:18908	KRTAP4-3	protein-coding gene	gene with protein product	Approved
HGNC:16928	KRTAP4-4	protein-coding gene	gene with protein product	Approved
HGNC:18899	KRTAP4-5	protein-coding gene	gene with protein product	Approved
HGNC:18909	KRTAP4-6	protein-coding gene	gene with protein product	Approved
HGNC:18898	KRTAP4-7	protein-coding gene	gene with protein product	Approved
HGNC:17230	KRTAP4-8	protein-coding gene	gene with protein product	Approved
HGNC:18910	KRTAP4-9	protein-coding gene	gene with protein product	Approved
HGNC:18911	KRTAP4-11	protein-coding gene	gene with protein product	Approved
HGNC:16776	KRTAP4-12	protein-coding gene	gene with protein product	Approved
HGNC:18921	KRTAP4-16	protein-coding gene	gene with protein product	Approved
HGNC:23596	KRTAP5-1	protein-coding gene	gene with protein product	Approved
HGNC:23597	KRTAP5-2	protein-coding gene	gene with protein product	Approved
HGNC:23598	KRTAP5-3	protein-coding gene	gene with protein product	Approved
HGNC:23599	KRTAP5-4	protein-coding gene	gene with protein product	Approved
HGNC:23601	KRTAP5-5	protein-coding gene	gene with protein product	Approved
HGNC:23600	KRTAP5-6	protein-coding gene	gene with protein product	Approved
HGNC:23602	KRTAP5-7	protein-coding gene	gene with protein product	Approved
HGNC:23603	KRTAP5-8	protein-coding gene	gene with protein product	Approved
HGNC:23604	KRTAP5-9	protein-coding gene	gene with protein product	Approved
HGNC:23605	KRTAP5-10	protein-coding gene	gene with protein product	Approved
HGNC:23606	KRTAP5-11	protein-coding gene	gene with protein product	Approved
HGNC:18931	KRTAP6-1	protein-coding gene	gene with protein product	Approved
HGNC:18932	KRTAP6-2	protein-coding gene	gene with protein product	Approved
HGNC:18933	KRTAP6-3	protein-coding gene	gene with protein product	Approved
HGNC:18934	KRTAP7-1	protein-coding gene	gene with protein product	Approved
HGNC:18935	KRTAP8-1	protein-coding gene	gene with protein product	Approved
HGNC:18912	KRTAP9-1	protein-coding gene	gene with protein product	Approved
